x,y,dy/dx
8.810,0.196,-0.209
8.812,0.196,-0.209
8.814,0.195,-0.209
8.816,0.195,-0.209
8.818,0.195,-0.208
8.820,0.194,-0.208
8.822,0.194,-0.208
8.824,0.193,-0.208
8.826,0.193,-0.208
8.828,0.193,-0.207
8.830,0.192,-0.207
8.832,0.192,-0.207
8.834,0.191,-0.207
8.836,0.191,-0.206
8.838,0.190,-0.206
8.840,0.190,-0.206
8.842,0.190,-0.206
8.844,0.189,-0.205
8.846,0.189,-0.205
8.848,0.188,-0.205
8.850,0.188,-0.205
8.852,0.188,-0.205
8.854,0.187,-0.204
8.856,0.187,-0.204
8.858,0.186,-0.204
8.860,0.186,-0.204
8.862,0.186,-0.203
8.864,0.185,-0.203
8.866,0.185,-0.203
8.868,0.184,-0.203
8.870,0.184,-0.202
8.872,0.183,-0.202
8.874,0.183,-0.202
8.876,0.183,-0.202
8.878,0.182,-0.201
8.880,0.182,-0.201
8.882,0.181,-0.201
8.884,0.181,-0.201
8.886,0.181,-0.200
8.888,0.180,-0.200
8.890,0.180,-0.200
8.892,0.179,-0.199
8.894,0.179,-0.199
8.896,0.179,-0.199
8.898,0.178,-0.199
8.900,0.178,-0.198
8.902,0.177,-0.198
8.904,0.177,-0.198
8.906,0.177,-0.198
8.908,0.176,-0.197
8.910,0.176,-0.197
8.912,0.176,-0.197
8.914,0.175,-0.197
8.916,0.175,-0.196
8.918,0.174,-0.196
8.920,0.174,-0.196
8.922,0.174,-0.195
8.924,0.173,-0.195
8.926,0.173,-0.195
8.928,0.172,-0.195
8.930,0.172,-0.194
8.932,0.172,-0.194
8.934,0.171,-0.194
8.936,0.171,-0.194
8.938,0.170,-0.193
8.940,0.170,-0.193
8.942,0.170,-0.193
8.944,0.169,-0.192
8.946,0.169,-0.192
8.948,0.169,-0.192
8.950,0.168,-0.192
8.952,0.168,-0.191
8.954,0.167,-0.191
8.956,0.167,-0.191
8.958,0.167,-0.190
8.960,0.166,-0.190
8.962,0.166,-0.190
8.964,0.165,-0.190
8.966,0.165,-0.189
8.968,0.165,-0.189
8.970,0.164,-0.189
8.972,0.164,-0.188
8.974,0.164,-0.188
8.976,0.163,-0.188
8.978,0.163,-0.188
8.980,0.162,-0.187
8.982,0.162,-0.187
8.984,0.162,-0.187
8.986,0.161,-0.186
8.988,0.161,-0.186
8.990,0.161,-0.186
8.992,0.160,-0.185
8.994,0.160,-0.185
8.996,0.159,-0.185
8.998,0.159,-0.185
9.000,0.159,-0.184
9.002,0.158,-0.184
9.004,0.158,-0.184
9.006,0.158,-0.183
9.008,0.157,-0.183
9.010,0.157,-0.183
9.012,0.157,-0.182
9.014,0.156,-0.182
9.016,0.156,-0.182
9.018,0.155,-0.182
9.020,0.155,-0.181
9.022,0.155,-0.181
9.024,0.154,-0.181
9.026,0.154,-0.180
9.028,0.154,-0.180
9.030,0.153,-0.180
9.032,0.153,-0.179
9.034,0.153,-0.179
9.036,0.152,-0.179
9.038,0.152,-0.179
9.040,0.151,-0.178
9.042,0.151,-0.178
9.044,0.151,-0.178
9.046,0.150,-0.177
9.048,0.150,-0.177
9.050,0.150,-0.177
9.052,0.149,-0.176
9.054,0.149,-0.176
9.056,0.149,-0.176
9.058,0.148,-0.175
9.060,0.148,-0.175
9.062,0.148,-0.175
9.064,0.147,-0.175
9.066,0.147,-0.174
9.068,0.147,-0.174
9.070,0.146,-0.174
9.072,0.146,-0.173
9.074,0.145,-0.173
9.076,0.145,-0.173
9.078,0.145,-0.172
9.080,0.144,-0.172
9.082,0.144,-0.172
9.084,0.144,-0.171
9.086,0.143,-0.171
9.088,0.143,-0.171
9.090,0.143,-0.170
9.092,0.142,-0.170
9.094,0.142,-0.170
9.096,0.142,-0.170
9.098,0.141,-0.169
9.100,0.141,-0.169
9.102,0.141,-0.169
9.104,0.140,-0.168
9.106,0.140,-0.168
9.108,0.140,-0.168
9.110,0.139,-0.167
9.112,0.139,-0.167
9.114,0.139,-0.167
9.116,0.138,-0.166
9.118,0.138,-0.166
9.120,0.138,-0.166
9.122,0.137,-0.165
9.124,0.137,-0.165
9.126,0.137,-0.165
9.128,0.136,-0.164
9.130,0.136,-0.164
9.132,0.136,-0.164
9.134,0.135,-0.164
9.136,0.135,-0.163
9.138,0.135,-0.163
9.140,0.134,-0.163
9.142,0.134,-0.162
9.144,0.134,-0.162
9.146,0.133,-0.162
9.148,0.133,-0.161
9.150,0.133,-0.161
9.152,0.132,-0.161
9.154,0.132,-0.160
9.156,0.132,-0.160
9.158,0.131,-0.160
9.160,0.131,-0.159
9.162,0.131,-0.159
9.164,0.131,-0.159
9.166,0.130,-0.158
9.168,0.130,-0.158
9.170,0.130,-0.158
9.172,0.129,-0.157
9.174,0.129,-0.157
9.176,0.129,-0.157
9.178,0.128,-0.157
9.180,0.128,-0.156
9.182,0.128,-0.156
9.184,0.127,-0.156
9.186,0.127,-0.155
9.188,0.127,-0.155
9.190,0.126,-0.155
9.192,0.126,-0.154
9.194,0.126,-0.154
9.196,0.126,-0.154
9.198,0.125,-0.153
9.200,0.125,-0.153
9.202,0.125,-0.153
9.204,0.124,-0.152
9.206,0.124,-0.152
9.208,0.124,-0.152
9.210,0.123,-0.151
9.212,0.123,-0.151
9.214,0.123,-0.151
9.216,0.122,-0.150
9.218,0.122,-0.150
9.220,0.122,-0.150
9.222,0.122,-0.149
9.224,0.121,-0.149
9.226,0.121,-0.149
9.228,0.121,-0.149
9.230,0.120,-0.148
9.232,0.120,-0.148
9.234,0.120,-0.148
9.236,0.120,-0.147
9.238,0.119,-0.147
9.240,0.119,-0.147
9.242,0.119,-0.146
9.244,0.118,-0.146
9.246,0.118,-0.146
9.248,0.118,-0.145
9.250,0.117,-0.145
9.252,0.117,-0.145
9.254,0.117,-0.144
9.256,0.117,-0.144
9.258,0.116,-0.144
9.260,0.116,-0.143
9.262,0.116,-0.143
9.264,0.115,-0.143
9.266,0.115,-0.142
9.268,0.115,-0.142
9.270,0.115,-0.142
9.272,0.114,-0.142
9.274,0.114,-0.141
9.276,0.114,-0.141
9.278,0.113,-0.141
9.280,0.113,-0.140
9.282,0.113,-0.140
9.284,0.113,-0.140
9.286,0.112,-0.139
9.288,0.112,-0.139
9.290,0.112,-0.139
9.292,0.112,-0.138
9.294,0.111,-0.138
9.296,0.111,-0.138
9.298,0.111,-0.137
9.300,0.110,-0.137
9.302,0.110,-0.137
9.304,0.110,-0.137
9.306,0.110,-0.136
9.308,0.109,-0.136
9.310,0.109,-0.136
9.312,0.109,-0.135
9.314,0.108,-0.135
9.316,0.108,-0.135
9.318,0.108,-0.134
9.320,0.108,-0.134
9.322,0.107,-0.134
9.324,0.107,-0.133
9.326,0.107,-0.133
9.328,0.107,-0.133
9.330,0.106,-0.132
9.332,0.106,-0.132
9.334,0.106,-0.132
9.336,0.106,-0.132
9.338,0.105,-0.131
9.340,0.105,-0.131
9.342,0.105,-0.131
9.344,0.105,-0.130
9.346,0.104,-0.130
9.348,0.104,-0.130
9.350,0.104,-0.129
9.352,0.103,-0.129
9.354,0.103,-0.129
9.356,0.103,-0.128
9.358,0.103,-0.128
9.360,0.102,-0.128
9.362,0.102,-0.128
9.364,0.102,-0.127
9.366,0.102,-0.127
9.368,0.101,-0.127
9.370,0.101,-0.126
9.372,0.101,-0.126
9.374,0.101,-0.126
9.376,0.100,-0.125
9.378,0.100,-0.125
9.380,0.100,-0.125
9.382,0.100,-0.124
9.384,0.099,-0.124
9.386,0.099,-0.124
9.388,0.099,-0.124
9.390,0.099,-0.123
9.392,0.098,-0.123
9.394,0.098,-0.123
9.396,0.098,-0.122
9.398,0.098,-0.122
9.400,0.097,-0.122
9.402,0.097,-0.121
9.404,0.097,-0.121
9.406,0.097,-0.121
9.408,0.096,-0.121
9.410,0.096,-0.120
9.412,0.096,-0.120
9.414,0.096,-0.120
9.416,0.096,-0.119
9.418,0.095,-0.119
9.420,0.095,-0.119
9.422,0.095,-0.118
9.424,0.095,-0.118
9.426,0.094,-0.118
9.428,0.094,-0.118
9.430,0.094,-0.117
9.432,0.094,-0.117
9.434,0.093,-0.117
9.436,0.093,-0.116
9.438,0.093,-0.116
9.440,0.093,-0.116
9.442,0.092,-0.116
9.444,0.092,-0.115
9.446,0.092,-0.115
9.448,0.092,-0.115
9.450,0.092,-0.114
9.452,0.091,-0.114
9.454,0.091,-0.114
9.456,0.091,-0.114
9.458,0.091,-0.113
9.460,0.090,-0.113
9.462,0.090,-0.113
9.464,0.090,-0.112
9.466,0.090,-0.112
9.468,0.089,-0.112
9.470,0.089,-0.111
9.472,0.089,-0.111
9.474,0.089,-0.111
9.476,0.089,-0.111
9.478,0.088,-0.110
9.480,0.088,-0.110
9.482,0.088,-0.110
9.484,0.088,-0.109
9.486,0.088,-0.109
9.488,0.087,-0.109
9.490,0.087,-0.109
9.492,0.087,-0.108
9.494,0.087,-0.108
9.496,0.086,-0.108
9.498,0.086,-0.108
9.500,0.086,-0.107
9.502,0.086,-0.107
9.504,0.086,-0.107
9.506,0.085,-0.106
9.508,0.085,-0.106
9.510,0.085,-0.106
9.512,0.085,-0.106
9.514,0.084,-0.105
9.516,0.084,-0.105
9.518,0.084,-0.105
9.520,0.084,-0.104
9.522,0.084,-0.104
9.524,0.083,-0.104
9.526,0.083,-0.104
9.528,0.083,-0.103
9.530,0.083,-0.103
9.532,0.083,-0.103
9.534,0.082,-0.103
9.536,0.082,-0.102
9.538,0.082,-0.102
9.540,0.082,-0.102
9.542,0.082,-0.101
9.544,0.081,-0.101
9.546,0.081,-0.101
9.548,0.081,-0.101
9.550,0.081,-0.100
9.552,0.081,-0.100
9.554,0.080,-0.100
9.556,0.080,-0.100
9.558,0.080,-0.099
9.560,0.080,-0.099
9.562,0.080,-0.099
9.564,0.079,-0.098
9.566,0.079,-0.098
9.568,0.079,-0.098
9.570,0.079,-0.098
9.572,0.079,-0.097
9.574,0.078,-0.097
9.576,0.078,-0.097
9.578,0.078,-0.097
9.580,0.078,-0.096
9.582,0.078,-0.096
9.584,0.077,-0.096
9.586,0.077,-0.096
9.588,0.077,-0.095
9.590,0.077,-0.095
9.592,0.077,-0.095
9.594,0.076,-0.095
9.596,0.076,-0.094
9.598,0.076,-0.094
9.600,0.076,-0.094
9.602,0.076,-0.093
9.604,0.076,-0.093
9.606,0.075,-0.093
9.608,0.075,-0.093
9.610,0.075,-0.092
9.612,0.075,-0.092
9.614,0.075,-0.092
9.616,0.074,-0.092
9.618,0.074,-0.091
9.620,0.074,-0.091
9.622,0.074,-0.091
9.624,0.074,-0.091
9.626,0.074,-0.090
9.628,0.073,-0.090
9.630,0.073,-0.090
9.632,0.073,-0.090
9.634,0.073,-0.089
9.636,0.073,-0.089
9.638,0.072,-0.089
9.640,0.072,-0.089
9.642,0.072,-0.088
9.644,0.072,-0.088
9.646,0.072,-0.088
9.648,0.072,-0.088
9.650,0.071,-0.087
9.652,0.071,-0.087
9.654,0.071,-0.087
9.656,0.071,-0.087
9.658,0.071,-0.086
9.660,0.071,-0.086
9.662,0.070,-0.086
9.664,0.070,-0.086
9.666,0.070,-0.085
9.668,0.070,-0.085
9.670,0.070,-0.085
9.672,0.070,-0.085
9.674,0.069,-0.085
9.676,0.069,-0.084
9.678,0.069,-0.084
9.680,0.069,-0.084
9.682,0.069,-0.084
9.684,0.068,-0.083
9.686,0.068,-0.083
9.688,0.068,-0.083
9.690,0.068,-0.083
9.692,0.068,-0.082
9.694,0.068,-0.082
9.696,0.067,-0.082
9.698,0.067,-0.082
9.700,0.067,-0.081
9.702,0.067,-0.081
9.704,0.067,-0.081
9.706,0.067,-0.081
9.708,0.067,-0.081
9.710,0.066,-0.080
9.712,0.066,-0.080
9.714,0.066,-0.080
9.716,0.066,-0.080
9.718,0.066,-0.079
9.720,0.066,-0.079
9.722,0.065,-0.079
9.724,0.065,-0.079
9.726,0.065,-0.078
9.728,0.065,-0.078
9.730,0.065,-0.078
9.732,0.065,-0.078
9.734,0.064,-0.078
9.736,0.064,-0.077
9.738,0.064,-0.077
9.740,0.064,-0.077
9.742,0.064,-0.077
9.744,0.064,-0.076
9.746,0.064,-0.076
9.748,0.063,-0.076
9.750,0.063,-0.076
9.752,0.063,-0.076
9.754,0.063,-0.075
9.756,0.063,-0.075
9.758,0.063,-0.075
9.760,0.062,-0.075
9.762,0.062,-0.074
9.764,0.062,-0.074
9.766,0.062,-0.074
9.768,0.062,-0.074
9.770,0.062,-0.074
9.772,0.062,-0.073
9.774,0.061,-0.073
9.776,0.061,-0.073
9.778,0.061,-0.073
9.780,0.061,-0.072
9.782,0.061,-0.072
9.784,0.061,-0.072
9.786,0.061,-0.072
9.788,0.060,-0.072
9.790,0.060,-0.071
9.792,0.060,-0.071
9.794,0.060,-0.071
9.796,0.060,-0.071
9.798,0.060,-0.071
9.800,0.060,-0.070
9.802,0.059,-0.070
9.804,0.059,-0.070
9.806,0.059,-0.070
9.808,0.059,-0.069
9.810,0.059,-0.069
9.812,0.059,-0.069
9.814,0.059,-0.069
9.816,0.058,-0.069
9.818,0.058,-0.068
9.820,0.058,-0.068
9.822,0.058,-0.068
9.824,0.058,-0.068
9.826,0.058,-0.068
9.828,0.058,-0.067
9.830,0.058,-0.067
9.832,0.057,-0.067
9.834,0.057,-0.067
9.836,0.057,-0.067
9.838,0.057,-0.066
9.840,0.057,-0.066
9.842,0.057,-0.066
9.844,0.057,-0.066
9.846,0.056,-0.066
9.848,0.056,-0.065
9.850,0.056,-0.065
9.852,0.056,-0.065
9.854,0.056,-0.065
9.856,0.056,-0.065
9.858,0.056,-0.064
9.860,0.056,-0.064
9.862,0.055,-0.064
9.864,0.055,-0.064
9.866,0.055,-0.064
9.868,0.055,-0.063
9.870,0.055,-0.063
9.872,0.055,-0.063
9.874,0.055,-0.063
9.876,0.055,-0.063
9.878,0.054,-0.063
9.880,0.054,-0.062
9.882,0.054,-0.062
9.884,0.054,-0.062
9.886,0.054,-0.062
9.888,0.054,-0.062
9.890,0.054,-0.061
9.892,0.054,-0.061
9.894,0.053,-0.061
9.896,0.053,-0.061
9.898,0.053,-0.061
9.900,0.053,-0.060
9.902,0.053,-0.060
9.904,0.053,-0.060
9.906,0.053,-0.060
9.908,0.053,-0.060
9.910,0.052,-0.059
9.912,0.052,-0.059
9.914,0.052,-0.059
9.916,0.052,-0.059
9.918,0.052,-0.059
9.920,0.052,-0.059
9.922,0.052,-0.058
9.924,0.052,-0.058
9.926,0.052,-0.058
9.928,0.051,-0.058
9.930,0.051,-0.058
9.932,0.051,-0.058
9.934,0.051,-0.057
9.936,0.051,-0.057
9.938,0.051,-0.057
9.940,0.051,-0.057
9.942,0.051,-0.057
9.944,0.050,-0.056
9.946,0.050,-0.056
9.948,0.050,-0.056
9.950,0.050,-0.056
9.952,0.050,-0.056
9.954,0.050,-0.056
9.956,0.050,-0.055
9.958,0.050,-0.055
9.960,0.050,-0.055
9.962,0.049,-0.055
9.964,0.049,-0.055
9.966,0.049,-0.055
9.968,0.049,-0.054
9.970,0.049,-0.054
9.972,0.049,-0.054
9.974,0.049,-0.054
9.976,0.049,-0.054
9.978,0.049,-0.053
9.980,0.048,-0.053
9.982,0.048,-0.053
9.984,0.048,-0.053
9.986,0.048,-0.053
9.988,0.048,-0.053
9.990,0.048,-0.052
9.992,0.048,-0.052
9.994,0.048,-0.052
9.996,0.048,-0.052
9.998,0.048,-0.052
10.000,0.047,-0.052
